SRR10983241.126997	23102	15000	23101	35.06622803	+	scaffold_0002	18036862	5543785	5550683	86.0366
SRR10983241.130414	16559	0	16558	99.99396099	+	scaffold_0002	18036862	5530618	5547338	87.6416
SRR10983241.140479	18449	5000	18448	72.89283972	+	scaffold_0002	18036862	5523010	5536168	86.1439
SRR10983241.149956	22889	5000	14999	43.68473939	+	scaffold_0002	18036862	5527748	5536114	85.7711
SRR10983241.149956	22889	17889	22888	21.84018524	+	scaffold_0002	18036862	5539821	5544820	85.2299
SRR10983241.150819	37800	32800	37799	13.22486772	-	scaffold_0001	34737626	15795506	15800505	80.8978
SRR10983241.150819	37800	0	34999	92.58994709	+	scaffold_0002	18036862	5523159	5557410	86.8254
SRR10983241.178785	10675	0	10674	99.99063232	+	scaffold_0002	18036862	5522912	5533912	90.9645
SRR10983241.179280	35971	30000	35970	16.5967029	-	scaffold_0001	34737626	27740820	27746816	87.0182
SRR10983241.179280	35971	20000	24999	13.89730616	-	scaffold_0002	18036862	5515523	5520522	84.7353
SRR10983241.179280	35971	5000	14999	27.79739234	-	scaffold_0002	18036862	5524387	5534172	83.8363
SRR10983241.179398	38084	0	38083	99.99737423	+	scaffold_0002	18036862	5510126	5546970	89.431
SRR10983241.189356	32238	20000	32237	37.95831007	-	scaffold_0002	18036862	5524383	5534955	85.9122
SRR10983241.189356	32238	0	14999	46.52583907	-	scaffold_0002	18036862	5544261	5558970	81.5307
SRR10983241.203803	5615	0	5614	99.98219056	-	scaffold_0002	18036862	5523372	5529221	88.8529
SRR10983241.233533	23566	0	23565	99.9957566	-	scaffold_0002	18036862	5522380	5548925	84.6578
SRR10983241.239947	36673	0	36672	99.9972732	-	scaffold_0002	18036862	5527140	5563441	89.087
SRR10983241.243316	23627	5000	23626	78.8335379	-	scaffold_0002	18036862	5516486	5534834	87.3807
SRR10983241.243317	22114	0	22113	99.99547798	+	scaffold_0002	18036862	5515757	5537697	86.41
SRR10983241.259493	31700	0	24999	78.86119874	+	scaffold_0002	18036862	5529011	5551993	85.589
SRR10983241.259493	31700	26700	31699	15.76971609	+	scaffold_0002	18036862	5553125	5558124	81.1223
SRR10983241.278774	22317	0	22316	99.99551911	+	scaffold_0002	18036862	5514448	5536072	88.0867
SRR10983241.278775	23137	0	23136	99.99567792	-	scaffold_0002	18036862	5515345	5536129	86.8038
SRR10983241.290753	20436	0	20435	99.99510667	+	scaffold_0002	18036862	5510154	5529924	88.3703
SRR10983241.305977	57470	10000	29999	34.79902558	+	scaffold_0001	34737626	23346476	23358829	83.8176
SRR10983241.305977	57470	52470	57469	8.698451366	-	scaffold_0002	18036862	5527319	5532318	84.8727
SRR10983241.305977	57470	30000	49999	34.79902558	-	scaffold_0002	18036862	5538474	5558311	86.3538
SRR10983241.305977	57470	0	24999	43.49921698	-	scaffold_0002	18036862	5561758	5587135	85.6795
SRR10983241.31118	24060	0	24059	99.99584372	+	scaffold_0002	18036862	5511629	5537355	86.7231
SRR10983241.331478	13623	8623	13622	36.69529472	-	scaffold_0002	18036862	5525301	5530300	86.13
SRR10983241.331478	13623	0	4999	36.69529472	-	scaffold_0002	18036862	5534842	5539841	84.4693
SRR10983241.331554	24807	10000	24806	59.6847664	-	scaffold_0002	18036862	5517439	5532075	86.4474
SRR10983241.331554	24807	0	4999	20.15157012	-	scaffold_0002	18036862	5538741	5543740	83.2151
SRR10983241.333368	25708	0	25707	99.99611016	-	scaffold_0002	18036862	5523735	5548165	87.7357
SRR10983241.347270	5842	0	4999	85.57001027	-	scaffold_0002	18036862	5524274	5529273	84.5348
SRR10983241.347270	5842	842	5841	85.57001027	-	scaffold_0002	18036862	5524274	5529273	84.4693
SRR10983241.349086	41571	0	9999	24.05282529	+	scaffold_0002	18036862	5507527	5517269	85.9014
SRR10983241.349086	41571	15000	41570	63.91474826	+	scaffold_0002	18036862	5521160	5547655	89.1547
SRR10983241.376639	14727	0	14726	99.99320975	+	scaffold_0002	18036862	5515740	5530458	88.2652
SRR10983241.379295	10124	0	10123	99.99012248	-	scaffold_0002	18036862	5520686	5531462	89.6139
SRR10983241.45092	5141	0	4999	97.23789146	-	scaffold_0002	18036862	5526936	5531935	82.6066
SRR10983241.45092	5141	141	5140	97.23789146	-	scaffold_0002	18036862	5526936	5531935	82.6066
SRR10983241.4896	16121	0	16120	99.99379691	-	scaffold_0002	18036862	5524471	5540211	87.2706
SRR10983241.53622	17418	0	17417	99.99425881	+	scaffold_0002	18036862	5520113	5536457	89.1876
SRR10983241.53623	18413	0	18412	99.99456905	-	scaffold_0002	18036862	5518782	5538643	87.7571
SRR10983241.69102	25181	0	24999	99.27723283	+	scaffold_0002	18036862	5507884	5532446	86.1138
SRR10983241.69102	25181	20181	25180	19.85226957	+	scaffold_0002	18036862	5526959	5531958	83.2151
SRR10983241.83327	21483	0	21482	99.99534516	-	scaffold_0002	18036862	5520273	5543652	86.7827
SRR10983242.113081	24563	0	24562	99.99592884	-	scaffold_0002	18036862	5522945	5550706	87.0807
SRR10983242.213005	14136	5000	14135	64.62224109	-	scaffold_0002	18036862	5526536	5534900	88.1611
SRR10983242.235528	36042	0	36041	99.99722546	-	scaffold_0002	18036862	5512607	5548690	87.7087
SRR10983242.240278	16232	5000	16231	69.19048793	+	scaffold_0002	18036862	5527949	5539753	86.2445
SRR10983242.266463	37490	20000	37489	46.64977327	-	scaffold_0002	18036862	5518110	5534647	88.6381
SRR10983242.266463	37490	0	14999	40.00800213	-	scaffold_0002	18036862	5543303	5557504	86.5264
SRR10983242.272402	12107	0	12106	99.99174032	-	scaffold_0002	18036862	5527745	5539656	90.3797
SRR10983242.284949	26807	0	26806	99.99626963	-	scaffold_0002	18036862	5518567	5549567	86.7222
SRR10983242.308313	16085	0	16084	99.99378303	-	scaffold_0002	18036862	5513132	5529059	87.1585
SRR10983242.33344	31394	0	31393	99.99681468	-	scaffold_0002	18036862	5506680	5536579	87.9679
SRR10983242.333696	21739	0	21738	99.99539997	+	scaffold_0002	18036862	5525618	5550235	88.3078
SRR10983242.380229	11522	0	11521	99.99132095	-	scaffold_0002	18036862	5522380	5533529	90.224
SRR10983242.438242	18947	0	18946	99.99472212	+	scaffold_0002	18036862	5527380	5546728	88.2063
SRR10983242.447858	6625	0	6624	99.98490566	+	scaffold_0002	18036862	5523128	5530071	90.3334
SRR10983242.465400	18927	0	18926	99.99471654	-	scaffold_0002	18036862	5530790	5549250	87.5857
SRR10983242.480540	14331	0	14330	99.99302212	+	scaffold_0002	18036862	5522523	5535159	87.6732
SRR10983242.52550	14901	0	14900	99.99328904	+	scaffold_0002	18036862	5516260	5533018	83.9141
SRR10983242.80410	23014	0	23013	99.99565482	-	scaffold_0002	18036862	5514732	5535385	87.3222
				73.09048664						
